name,team,position,position_group,year,draft_control
Fred Gehrke,Broncos,General Manager,General Manager,1965,1
Allan Phipps,Broncos,Partial Owner/President,Owner,1965,0
Gerald Phipps,Broncos,Owner/Chairman of the Board,Owner,1965,0
Fred Gehrke,Broncos,General Manager,General Manager,1966,1
Allan Phipps,Broncos,Partial Owner/President,Owner,1966,0
Gerald Phipps,Broncos,Owner/Chairman of the Board,Owner,1966,0
Lou Saban,Broncos,Head Coach/General Manager,Head Coach/General Manager,1967,1
Allan Phipps,Broncos,Partial Owner/President,Owner,1967,0
Gerald Phipps,Broncos,Owner/Chairman of the Board,Owner,1967,0
Lou Saban,Broncos,Head Coach/General Manager,Head Coach/General Manager,1968,1
Allan Phipps,Broncos,Partial Owner/President,Owner,1968,0
Gerald Phipps,Broncos,Owner/Chairman of the Board,Owner,1968,0
Lou Saban,Broncos,Head Coach/General Manager,Head Coach/General Manager,1969,1
Allan Phipps,Broncos,Partial Owner/President,Owner,1969,0
Gerald Phipps,Broncos,Owner/Chairman of the Board,Owner,1969,0
Lou Saban,Broncos,Head Coach/General Manager,Head Coach/General Manager,1970,1
Allan Phipps,Broncos,Partial Owner/President,Owner,1970,0
Gerald Phipps,Broncos,Owner/Chairman of the Board,Owner,1970,0
Lou Saban,Broncos,Head Coach/General Manager,Head Coach/General Manager,1971,1
Allan Phipps,Broncos,Partial Owner/President,Owner,1971,0
Gerald Phipps,Broncos,Owner/Chairman of the Board,Owner,1971,0
John Ralston,Broncos,Head Coach/General Manager,Head Coach/General Manager,1972,1
Allan Phipps,Broncos,Partial Owner/President,Owner,1972,0
Gerald Phipps,Broncos,Owner/Chairman of the Board,Owner,1972,0
John Ralston,Broncos,Head Coach/General Manager,Head Coach/General Manager,1973,1
Allan Phipps,Broncos,Partial Owner/President,Owner,1973,0
Gerald Phipps,Broncos,Owner/Chairman of the Board,Owner,1973,0
John Ralston,Broncos,Head Coach/General Manager,Head Coach/General Manager,1974,1
Allan Phipps,Broncos,Partial Owner/President,Owner,1974,0
Gerald Phipps,Broncos,Owner/Chairman of the Board,Owner,1974,0
John Ralston,Broncos,Head Coach/General Manager,Head Coach/General Manager,1975,1
Allan Phipps,Broncos,Partial Owner/President,Owner,1975,0
Gerald Phipps,Broncos,Owner/Chairman of the Board,Owner,1975,0
John Ralston,Broncos,Head Coach/General Manager,Head Coach/General Manager,1976,1
Allan Phipps,Broncos,Partial Owner/President,Owner,1976,0
Gerald Phipps,Broncos,Owner/Chairman of the Board,Owner,1976,0
Allan Phipps,Broncos,Partial Owner/President,Owner,1977,0
Gerald Phipps,Broncos,Owner/Chairman of the Board,Owner,1977,0
Fred Gehrke,Broncos,VP/General Manager,VP/General Manager,1977,1
Allan Phipps,Broncos,Partial Owner/President,Owner,1978,0
Gerald Phipps,Broncos,Owner/Chairman of the Board,Owner,1978,0
Fred Gehrke,Broncos,VP/General Manager,VP/General Manager,1978,1
Allan Phipps,Broncos,Partial Owner/President,Owner,1979,0
Gerald Phipps,Broncos,Owner/Chairman of the Board,Owner,1979,0
Fred Gehrke,Broncos,VP/General Manager,VP/General Manager,1979,1
Allan Phipps,Broncos,Partial Owner/President,Owner,1980,0
Gerald Phipps,Broncos,Owner/Chairman of the Board,Owner,1980,0
Fred Gehrke,Broncos,VP/General Manager,VP/General Manager,1980,1
Grady Alderman,Broncos,General Manager,General Manager,1981,1
Edgar Kaiser,Broncos,Principal Owner,Owner,1981,0
Grady Alderman,Broncos,General Manager,General Manager,1982,1
Edgar Kaiser,Broncos,Principal Owner,Owner,1982,0
Hein Poulus,Broncos,General Manager,General Manager,1983,1
Edgar Kaiser,Broncos,Principal Owner,Owner,1983,0
John Beake,Broncos,General Manager,General Manager,1984,1
Pat Bowlen,Broncos,Owner/CEO,Owner,1984,0
John Beake,Broncos,General Manager,General Manager,1985,1
Pat Bowlen,Broncos,Owner/CEO,Owner,1985,0
John Beake,Broncos,General Manager,General Manager,1986,1
Pat Bowlen,Broncos,Owner/CEO,Owner,1986,0
John Beake,Broncos,General Manager,General Manager,1987,1
Pat Bowlen,Broncos,Owner/CEO,Owner,1987,0
John Beake,Broncos,General Manager,General Manager,1988,1
Pat Bowlen,Broncos,Owner/CEO,Owner,1988,0
John Beake,Broncos,General Manager,General Manager,1989,1
Pat Bowlen,Broncos,Owner/CEO,Owner,1989,0
John Beake,Broncos,General Manager,General Manager,1990,1
Pat Bowlen,Broncos,Owner/CEO,Owner,1990,0
John Beake,Broncos,General Manager,General Manager,1991,1
Pat Bowlen,Broncos,Owner/CEO,Owner,1991,0
John Beake,Broncos,General Manager,General Manager,1992,1
Pat Bowlen,Broncos,Owner/CEO,Owner,1992,0
John Beake,Broncos,General Manager,General Manager,1993,1
Pat Bowlen,Broncos,Owner/CEO,Owner,1993,0
John Beake,Broncos,General Manager,General Manager,1994,1
Pat Bowlen,Broncos,Owner/CEO,Owner,1994,0
John Beake,Broncos,General Manager,General Manager,1995,1
Pat Bowlen,Broncos,Owner/CEO,Owner,1995,0
John Beake,Broncos,General Manager,General Manager,1996,1
Pat Bowlen,Broncos,Owner/CEO,Owner,1996,0
John Beake,Broncos,General Manager,General Manager,1997,1
Pat Bowlen,Broncos,Owner/CEO,Owner,1997,0
John Beake,Broncos,General Manager,General Manager,1998,1
Pat Bowlen,Broncos,Owner/CEO,Owner,1998,0
Neal Dahlen,Broncos,General Manager,General Manager,1999,1
Pat Bowlen,Broncos,Owner/CEO,Owner,1999,0
Neal Dahlen,Broncos,General Manager,General Manager,2000,1
Pat Bowlen,Broncos,Owner/CEO,Owner,2000,0
Neal Dahlen,Broncos,General Manager,General Manager,2001,1
Pat Bowlen,Broncos,Owner/CEO,Owner,2001,0
Ted Sundquist,Broncos,General Manager,General Manager,2002,1
Pat Bowlen,Broncos,Owner/CEO,Owner,2002,0
Ted Sundquist,Broncos,General Manager,General Manager,2003,1
Pat Bowlen,Broncos,Owner/CEO,Owner,2003,0
Ted Sundquist,Broncos,General Manager,General Manager,2004,1
Pat Bowlen,Broncos,Owner/CEO,Owner,2004,0
Ted Sundquist,Broncos,General Manager,General Manager,2005,1
